Brand_name,Price,Discount_item_clean,Discounted_Price_clean,Ratings_clean,Shades_clean
Colors Queen,498.0,40.0,299,,
Vaadi Herbals,347.0,15.0,295,22.0,
Elitty Liquid,2394.0,45.0,1317,,
Fran Wilson,,,590,13.0,9.0
Dear Dahlia,,,3100,15.0,1.0
Blue Heaven,429.0,17.0,356,3282.0,
Kingdom Of,,,895,1.0,12.0
,,,1799,7.0,2.0
Spekta Cosmetics,,,650,3.0,5.0
Pierre Cardin,799.0,36.0,511,19.0,7.0
LN PRO,395.0,10.0,356,,2.0
Note Cosmetique,,,599,,12.0
VERYMISS Retro,495.0,50.0,248,1.0,1.0
Beromt Mini,599.0,10.0,539,,
Jaquline USA,,,499,15.0,3.0
Love Earth,898.0,10.0,808,12505.0,
SERY Edge,,,499,60.0,3.0
Ronzille Long,299.0,10.0,269,1.0,2.0
Makeup Revolution,799.0,25.0,599,5.0,
Street Wear,399.0,20.0,319,4.0,1.0
Miss Claire,875.0,25.0,656,4.0,
C.A.L Los,,,485,12.0,3.0
Boujee Beauty,799.0,30.0,559,,
AYA True,,,747,5.0,2.0
asa Pout,,,990,1.0,
Makeup Revolution,695.0,10.0,626,28.0,
Milani Color,1250.0,5.0,1188,9.0,
,,,1290,7.0,4.0
C.A.L Los,,,385,34.0,2.0
Revolution Pro,1250.0,20.0,1000,14.0,
asa Fab,,,990,,
Miss Claire,1050.0,35.0,683,5.0,
Nicka K,495.0,50.0,248,2546.0,1.0
AYA True,,,249,10.0,
FASHION COLOUR,649.0,20.0,519,6.0,6.0
Makeup Revolution,799.0,25.0,599,8.0,
Type Beauty,2997.0,50.0,1499,,
XX Revolution,699.0,5.0,664,,
Beromt Casual,599.0,20.0,479,1.0,
Diego dalla,1950.0,20.0,1560,,4.0
Jaquline USA,,,599,14.0,2.0
Mila Beaut,360.0,15.0,306,,
Inatur Lip,570.0,20.0,456,5.0,
Type Beauty,2997.0,50.0,1499,1.0,
Littmuss O',,,499,10.0,10.0
Diego dalla,1780.0,20.0,1424,,3.0
KIRO Plush,1775.0,17.0,1465,366.0,
Tinge Lip,,,799,3.0,13.0
Miss Claire,600.0,35.0,390,15.0,
Incolor Lipfinity,,,399,64.0,1.0
Girlactik Matte,,,1950,2.0,9.0
Makeup Revolution,750.0,20.0,600,26.0,
Inatur Lip,295.0,25.0,221,16.0,2.0
Miss Claire,1025.0,35.0,666,,
BH Cosmetics,295.0,5.0,280,,
Milani Flora,1250.0,5.0,1188,9.0,
Incolor Shine,,,299,6.0,1.0
Note Cosmetique,,,999,,9.0
Makeup Revolution,799.0,25.0,599,3.0,
CHIPMUNK Simpin,699.0,35.0,454,5.0,4.0
Miss Claire,275.0,20.0,220,181.0,
L.A Girl,1270.0,17.0,1050,8.0,
Dear Dahlia,,,2800,5.0,1.0
Beromt Sports,599.0,20.0,479,,
Dear Dahlia,,,3100,7.0,1.0
Spekta Cosmetics,,,999,,
HYUE HydraGlow,899.0,10.0,809,,
L.A. Colors,250.0,10.0,225,76.0,1.0
C.A.L Los,,,685,1.0,1.0
Littmuss Kiss,,,499,50.0,1.0
Pierre Cardin,675.0,36.0,432,,3.0
Colors Queen,399.0,40.0,239,4.0,
FAE Beauty,1349.0,25.0,1012,515.0,
Sedell Professional,,,850,3.0,7.0
Just Herbs,,,2665,2.0,
Note Cosmetique,,,999,,9.0
Focallure Matte,,,499,29.0,1.0
Makeup Revolution,,,399,,3.0
Type Beauty,799.0,10.0,719,9.0,3.0
Blue Heaven,429.0,17.0,356,3229.0,
Beromt Party,599.0,10.0,539,,
Miss Claire,275.0,25.0,206,116.0,
Kingdom Of,,,495,4.0,
Tinge Cheeks,,,750,3.0,6.0
Miss Claire,500.0,25.0,375,10.0,
Givenchy Rose,,,4200,,1.0
Blue Heaven,429.0,17.0,356,3394.0,
Inatur Lip,570.0,20.0,456,1.0,
Spekta Cosmetics,,,999,1.0,
Miss Claire,1450.0,35.0,943,9.0,
Eveline Cosmetics,850.0,10.0,765,,2.0
Sigma Beauty,1800.0,30.0,1260,9.0,2.0
Sigma Beauty,1800.0,30.0,1260,9.0,2.0
Sedell Professional,,,650,1.0,9.0
Elitty Jelly,1996.0,43.0,1138,1.0,
Profusion Cosmetics,,,650,9.0,
Elitty Jelly,1497.0,42.0,868,4.0,
Love Earth,898.0,10.0,808,761.0,
Boujee Beauty,799.0,30.0,559,,
Max Factor,900.0,20.0,720,72.0,1.0
Lottie London,699.0,50.0,350,55.0,1.0
By Terry,2800.0,15.0,2380,,5.0
,,,575,11.0,1.0
L Factor,,,650,,6.0
Miss Claire,875.0,35.0,569,,
Makeup Revolution,950.0,25.0,713,3.0,
Pierre Cardin,675.0,36.0,432,2.0,5.0
Miss Claire,1195.0,35.0,777,6.0,
Boujee Beauty,799.0,30.0,559,2.0,
L.A. Girl,675.0,35.0,439,10.0,
Sigma Beauty,2200.0,30.0,1540,2.0,2.0
Miss Claire,1120.0,35.0,728,9.0,
BH Cosmetics,799.0,25.0,599,8.0,2.0
Dear Dahlia,,,2800,2.0,
Tinge Liquid,,,1250,1.0,
Dear Dahlia,,,2550,,
Inglot HD,6000.0,10.0,5400,17.0,
Revolution Pro,695.0,10.0,626,16.0,1.0
Milani Keep,1650.0,5.0,1568,,
C.A.L Los,,,360,5.0,2.0
Miss Claire,895.0,35.0,582,9.0,
Inglot HD,6000.0,10.0,5400,17.0,
Avasha Universal,,,4400,2.0,
Eveline Cosmetics,799.0,10.0,719,,3.0
BH Cosmetics,475.0,30.0,333,3.0,5.0
Miss Claire,1095.0,20.0,876,13.0,
Blue Heaven,430.0,17.0,357,3144.0,
Milani Supercharged,1450.0,5.0,1378,4.0,
Girlactik Rock,,,1899,1.0,
Beromt Mini,599.0,20.0,479,1.0,
Miss Claire,600.0,35.0,390,7.0,
Gala of,,,449,22.0,2.0
Gala of,,,449,22.0,2.0
Note Cosmetique,,,525,,4.0
LAURA MERCIER,,,3255,,
Neud Matte,980.0,32.0,666,1.0,
Miss Claire,1095.0,7.0,1018,1.0,
Inatur Lip,570.0,20.0,456,3.0,
BH Cosmetics,675.0,25.0,506,2.0,2.0
Matt look,798.0,8.0,738,86.0,
Miss Claire,1125.0,25.0,844,28.0,
Fran Wilson,,,790,7.0,10.0
C.A.L Los,,,385,6.0,
Daughter Earth,1395.0,10.0,1256,5.0,3.0
Love Earth,898.0,10.0,808,1405.0,
Bliscent Lip,,,230,,1.0
Makeup Revolution,1090.0,15.0,927,2.0,
Just Herbs,1390.0,27.0,1014,1294.0,
Makeup Revolution,999.0,5.0,949,,
Avasha Universal,,,4400,2.0,
Daughter Earth,2625.0,10.0,2363,,
Beromt Highschool,599.0,20.0,479,,
Fran Wilson,,,4340,,
Mila Beaut,360.0,15.0,306,,
THE SHELL,,,945,,2.0
Miss Claire,990.0,25.0,743,11.0,
Dear Dahlia,,,2800,1.0,
Tinge Lip,,,1100,,5.0
Love Earth,898.0,10.0,808,1012.0,
BH Cosmetics,675.0,30.0,473,,
Inglot HD,6000.0,10.0,5400,17.0,
Love Earth,898.0,10.0,808,1128.0,
inatur Lip,590.0,25.0,443,,
Love Earth,898.0,10.0,808,12088.0,
Tinge Gloss,,,1250,,
inatur Lip,590.0,25.0,443,,
Wearified Instant,,,999,,
Love Earth,898.0,10.0,808,2002.0,
Love Earth,948.0,10.0,853,1019.0,
inatur Lip,590.0,25.0,443,,
By Terry,2800.0,10.0,2520,,
inatur Lip,590.0,25.0,443,,
Love Earth,898.0,10.0,808,1351.0,
Love Earth,898.0,10.0,808,2429.0,
Kingdom Of,,,1190,1.0,
Love Earth,948.0,10.0,853,768.0,
Love Earth,948.0,10.0,853,3443.0,
Love Earth,898.0,10.0,808,344.0,
inatur Lip,590.0,25.0,443,,
THE SHELL,,,1295,,2.0
Love Earth,898.0,10.0,808,3775.0,
Love Earth,898.0,10.0,808,3009.0,
inatur Lip,590.0,25.0,443,,
Love Earth,898.0,10.0,808,12844.0,
Fran Wilson,,,2960,,
Love Earth,898.0,10.0,808,3436.0,
Love Earth,949.0,10.0,854,265.0,
Love Earth,898.0,10.0,808,3019.0,
Love Earth,948.0,10.0,853,1135.0,
Love Earth,949.0,10.0,854,255.0,
BH Cosmetics,799.0,5.0,759,,
Fran Wilson,,,2760,,
Love Earth,948.0,10.0,853,1897.0,
Love Earth,898.0,10.0,808,12078.0,
Love Earth,898.0,10.0,808,334.0,
Love Earth,948.0,10.0,853,1412.0,
Love Earth,898.0,10.0,808,2012.0,
Love Earth,898.0,10.0,808,585.0,
THE SHELL,,,1595,,2.0
Fran Wilson,,,2760,,
BH Cosmetics,799.0,25.0,599,,
Love Earth,898.0,10.0,808,701.0,
Love Earth,949.0,10.0,854,1021.0,
Love Earth,898.0,10.0,808,2768.0,
Love Earth,999.0,10.0,899,689.0,
Kingdom Of,,,495,,
LN PRO,595.0,10.0,536,,8.0
Love Earth,898.0,10.0,808,1467.0,
Love Earth,898.0,10.0,808,711.0,
Love Earth,898.0,10.0,808,1100.0,
LN PRO,595.0,10.0,536,,6.0
Love Earth,949.0,10.0,854,682.0,
Love Earth,898.0,10.0,808,2229.0,
Love Earth,898.0,10.0,808,1890.0,
Love Earth,898.0,10.0,808,1463.0,
Love Earth,898.0,10.0,808,595.0,
Love Earth,898.0,10.0,808,978.0,
Love Earth,898.0,10.0,808,988.0,
Love Earth,898.0,10.0,808,1473.0,
Love Earth,898.0,10.0,808,1744.0,
Kingdom Of,,,495,,
e.l.f. Cosmetics,,,1150,,
Fran Wilson,,,2960,,
Fran Wilson,,,2960,,
Kingdom Of,,,495,,
Kingdom Of,,,495,,
Kingdom Of,,,495,,
Kingdom Of,,,495,,
Sedell Professional,,,850,3.0,
Colors Queen,399.0,20.0,319,,5.0
Charlotte Tilbury,,,3650,,4.0
Swiss Beauty,299.0,15.0,254,665.0,5.0
Swiss Beauty,207.0,5.0,197,47900.0,
Daily Life,,,2599,1003.0,
MARS Love,299.0,7.0,278,71.0,6.0
M.A.C Nude,,,2300,,
PAT McGRATH,,,2600,7.0,
M.A.C Viva,,,2200,198.0,
M.A.C Lustreglass,,,2550,2.0,3.0
M.A.C MACximal,,,2550,,
Etude House,450.0,15.0,383,9186.0,4.0
Etude House,450.0,20.0,360,8662.0,3.0
Chambor Extreme,895.0,20.0,716,72.0,19.0
DIAM BEAUTY,,,899,1.0,3.0
Revlon Colorstay,799.0,20.0,639,136.0,4.0
Lakme Ultimate,499.0,10.0,449,887.0,4.0
Renee Cosmetics,399.0,15.0,339,5.0,2.0
MARS Plumping,249.0,4.0,239,6.0,2.0
DIOR Addict,,,3900,,
Bronson Professional,850.0,59.0,350,306.0,
Nudestix Roses,,,2500,80.0,
Insight Cosmetics,690.0,20.0,552,175565.0,
